SKU,Description,UOM,Unit Qty,Unit Weight Kgs,Manufactured/Purchased,Product Group,Analysis Group,Packing Format,Dormant,Watch List,In Stock Qty,STD Cost,Average Unit Cost,Last PO Cost,Allergen,Kosher,Vegan,Vegetarian,POAO,Purity,Energy Kcal,Energy Kj,Total fat,Saturated fat,Monosaturates,Polysaturates,Total carbs,Sugars,Starch,Fibre,Protein,Sodium,Salt,RI mg,15% minimum mg,Upper limit mg,Celery and products thereof,Cereals containing gluten and products thereof,Crustaceans and products thereof,Eggs and products thereof,Fish and products thereof,Lupins and products thereof,Milk and products thereof (including lactose),Molluscs and products thereof,Mustard and products thereof,Nuts and products thereof,Oats and products thereof,Peanuts and products thereof,Sesame seeds and products thereof,Soybeans and products thereof,Sulphur dioxide and sulphites,Wheat and products thereof,Acidity Regulator,Active,Anti-caking Agent,Bulking Agent,Capsule,Colour,Colouring Agent,Emulsifier,Flavour,Mineral,Probiotic,Surfactant,Sweetener,Thickener,Vitamin,HPMC
800103,Cranberry Extract 36:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,47.6393,47.64,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800104,(#) - Zinc Oxide (Source of Zinc),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,8.5501,0,10.9239,28.07,,,,,,80.34,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800106,Griffonia Seed Extract (98% 5-HTP),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,184.729,226,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800107,Chitosan powder (From Oyster Mushroom),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800109,Nettle Leaf Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,1.81,0,26.7061,26.2,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800110,Korean (Panax) Ginseng Extract 10:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,7.042,0,21.0011,16.37,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800111,Bitter Orange Extract (35% Bioflavonoids),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800112,Soy Bean Extract (10% Isoflavones),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,52.43,52.43,YES,,,,,10,141,590,6.4,0,0,0,11.05,0,0,4.2,12.35,0,0,0,0,0,,,,,,,,,,,,,,YES,,,,YES,,,,,,,,,,,,,,
800114,(#) - DL-Alpha Tocopherol (50%) (source of Vitamin E) Synthetic,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,24.7781,0,31.2407,73,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.8,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800115,(#) - Cholecalciferol (0.25%) (source of Vitamin D3),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,2.5051,0,42.2484,43.01,,,,,YES,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0008,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800116,Cinnamon Bark Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,1.076,0,11.1016,11.09,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800117,Black Pepper Extract (95% Piperine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,4.122,0,208.7527,208.52,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800118,Soy Protein Isolate (90 % protein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,-0.0001,0,4.0794,4.98,YES,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,YES,,,,,,,,,,,,,,
800120,Menaquinone-7 (0.2%) (source of Vitamin K2),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.0113,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800121,White Kidney Bean Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,24.12,24.12,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800122,Acetyl L-Carnitine Hydrochloride (Source of Carnitine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,19.8971,0,16.3686,53.14,,,,,,67.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800123,Kola Nut Extract (20% Caffeine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,43.8168,44.16,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800124,Creatine Monohydrate - 80 mesh,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,174.8,0,4.46184,4.17,,,,,,87.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800134,BCAA 2:1:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,10.1565,10.2,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800135,Ginkgo Biloba Leaf Extract (24% Flavone Glycosides / 6% Terpene Lactones),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,53.26,53.26,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800137,Cayenne Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,1.008,0,8.0479,8.03,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800138,CoEnzyme Q10,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,14.004,0,146.7277,133.6,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800143,White Kidney Bean Extract 20:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,18.8249,18.79,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800144,L-Phenylalanine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,11.1863,11.31,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800145,Prune Extract 2:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800146,Citrus Pectin Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,24.9,0,48.88,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800147,Sodium Hyaluronate (Souce of HyaluronicAcid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,57.3149,0,56.3053,52,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800149,Chitosan (Aspergillus Niger),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,18.61,0,38.3772,38.48,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800151,TeaCrine (Theacrine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,8.62,0,389,403.28,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800152,BioPerine (95% Black Pepper Extract),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.603,0,595.4444,595.44,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800156,Magnesium Bisglycinate 10% (source of Magnesium) Dihydrate,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,72.374,0,5.0537,5.0393,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,375,56.25,250,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800157,Boswellia Serrata Extract (65% Boswellic Acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,34.2,34.2,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800158,Shilajit Extract (20% Fulvic Acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,44.9919,52.54,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800159,Zinc Bisglycinate (source of Zinc),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,29.4775,0,13.9322,29.21,,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800160,Shatavari Extract 5:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,29.5432,29.56,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800163,Turmeric Root Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,3.281,0,5.7135,5.66,YES,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800164,Neem Leaf Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800165,Copper Gluconate (source of Copper),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,8.6199,0,38.2929,36.01,,,,,,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800166,MSM (Methylsulfonylmethane),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,0,0,7,7,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800168,L-Citrulline DL - Malate (2:1),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,11.5,0,6.1828,6.2,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800169,Betaine Anhydrous,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,6.2054,6.69,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800170,L-Carnitine L-Tartrate (Source of Carnitine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,23.7083,14.98,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800171,Activated Charcoal,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,3.124,3.66,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800172,CLA Powder (60%),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,29.9541,29.95,YES,,,,,60,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800173,Matcha Green Tea Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,21.9,0,12.9699,12.97,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800174,Capsicum Extract  8:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,25.6589,25.67,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800175,Chamomile Extract 12:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.814,0,12.2666,12.26,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800177,Lemon Balm Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,36.6,36.7,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800178,Coconut Water Extract 20:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,26.9401,26.94,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800179,Sodium Bicarbonate,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,2.3259,3.14,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,0,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,
800180,Glucosamine Sulphate 2KCL (source of Glucosamine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,0,0,5,6.1798,YES,,,,YES,59.2,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800181,Marine Cartilage Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,YES,,,,YES,100,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800182,DL-Phenylalanine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,9.85,9.85,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800183,Chondroitin Sulphate (90%) - Marine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,0,0,64.3094,64.9535,YES,,,,YES,90,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800184,Manganese Citrate (source of  Manganese),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,25.6239,32.91,,,,,,25.62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3,11,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800185,Jatamansi Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800186,Bacopa Monnieri Leaf Extract (20% Saponins),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,29.2857,29.65,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800187,Bee Pollen Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,YES,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800188,Tropical pre-workout Flavour,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800189,Sunset Yelloz FCF Colour,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,
800190,L-Arginine Hydrochloride,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,104.74,0,5.7105,5.6755,,,,,,82.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800191,Korean Ginseng Extract 10:1 (20% Ginsenosides),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,38.2548,38.29,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800192,Saw Palmetto Extract  4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.24,0,56.1568,56.17,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800193,Cocoa Extract (10% Theobromine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,78.3155,79.96,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800194,(#) - D-Biotin (Source of Vitamin B7),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,2.0822,0,225.2577,221,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0075,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800195,DHA Powder (17%),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,79.8806,79.88,,,,,YES,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800196,Ginkgo Biloba Leaf Extract 50:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,3.393,0,48.172,48.25,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800197,Maca Root Extract 10:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.1303,0,8.0855,35.36,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800198,Turmeric Root Powder (3% Curcumin) - Organic,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,17.79,17.79,YES,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800199,Celery Seed Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,42.6735,42.61,YES,,,,,400,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800200,Hawthorn Berry Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,16.7064,16.76,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800201,Zinc Gluconate (source of Zinc),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,4.557,0,6.7431,6.75,,,,,,14.35,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800202,Turrmeric Root Extract (95% Curcumin),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.399,0,71.4576,71.44,YES,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800207,N-Acetyl L-Cysteine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,25.0028,0,15.3896,36.37,,,,,YES,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800208,L-Selenomethionine (source of Selenium),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,4.0863,0,42.5009,39,,,,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.0083,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800209,Alpha Lipoic Acid,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,81.938,0,43.875,43.65,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800210,Rosemary Leaf Powder (25% Ursolic Acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,56.1,56.1,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800211,Red Clover Extract 15:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.501,0,45.4586,45.45,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800212,Amla Fruit Extract (20% Tannins),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,5.22,0,47.7806,52.22,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800213,Peppermint Oil Powder (50%),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800214,Protease Enzyme (10000 HUT/g),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,56.24,56.24,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800215,Alpha-Amylase (50000 SKB/g) Vegan,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,61.9315,78.88,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800216,Lipase Enzyme (10000 LU/g),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,61.8314,61.83,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800217,Magnesium Citrate 14% (source of Magnesium),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,703.0461,0,3.1477,3.19,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,375,56.25,250,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800218,DMAE Bitartrate - Vegan,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,0.642,0,9.3961,0,,,,,,37.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800219,Alpha-GPC,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,130.1429,129.85,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800220,Inositol,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,89.99,0,6.6815,6.73,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800221,L-Glycine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,159.8697,0,2.4441,5.15,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800222,Magnesium Aspartate (source of Magnesium),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,375,56.25,250,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800223,N-Acetyl L-Tyrosine - Vegan,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.071,0,17.6201,17.62,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800224,Citicoline CDP-Choline Sodium (Cytidine 5-Diphosphocholine Sodium),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,3.14,0,436.6343,124.99,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800225,L-Methionine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,5.0754,5.75,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800226,Artichoke Leaf Extract (2.5% Cynarine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.904,0,31.7147,31.61,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800227,Calcium HMB,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,18.2131,18.6,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800228,Green Coffee Bean Extract (20% Chlorogenic Acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,44.1176,44.94,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800229,Resveratrol (50%),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,89.9313,90,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800230,Grape Extract (1% Red Wine Polyphenols),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,49.9267,49.65,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800231,(#) - Retinol Acetate 325000 iu/g (source of Vitamin A),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,11.333,0,22.7621,22.75,,,,,,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800232,Marigold Extract (10% Lutein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,YES,3.641,0,117.2307,117.23,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800233,Yerba Mate Leaf Extract (8% Caffeine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.388,0,32.6058,32.55,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
